"","subject","language","abbreviation","framesetter","topic","verb"
"819","5_E","E","8b","3","1","2"
"820","5_E","E","1u","3","1","2"
"823","6_E","E","10b","1","2","3"
"825","6_E","E","3u","1","2","3"
"830","6_E","E","2u","3","1","2"
"831","6_E","E","9b","1","2","3"
"834","6_E","E","6u","3","1","2"
"836","6_E","E","3b","2","1","3"
"838","6_E","E","1b","3","1","2"
"839","6_E","E","10u","3","1","2"
"841","6_E","E","5b","3","1","2"
"842","6_E","E","9u","1","2","3"
"843","6_E","E","7u","1","2","3"
"844","6_E","E","4b","3","1","2"
"846","6_E","E","8u","1","2","3"
"848","6_E","E","2b","1","2","3"
"849","6_E","E","5u","3","1","2"
"851","6_E","E","8b","3","1","2"
"852","6_E","E","1u","3","1","2"
"855","7_E","E","10b","1","2","3"
"857","7_E","E","3u","3","1","2"
"858","7_E","E","6b","2","1","3"
"861","7_E","E","4u","2","1","3"
"862","7_E","E","2u","2","1","3"
"863","7_E","E","9b","2","1","3"
"865","7_E","E","7b","2","1","3"
"866","7_E","E","6u","3","1","2"
"868","7_E","E","3b","3","1","2"
"870","7_E","E","1b","2","1","3"
"871","7_E","E","10u","3","1","2"
"873","7_E","E","5b","3","1","2"
"874","7_E","E","9u","3","1","2"
"875","7_E","E","7u","3","1","2"
"878","7_E","E","8u","3","1","2"
"880","7_E","E","2b","3","1","2"
"881","7_E","E","5u","3","1","2"
"883","7_E","E","8b","3","1","2"
"884","7_E","E","1u","2","1","3"
"887","8_E","E","10b","3","1","2"
"889","8_E","E","3u","2","1","3"
"890","8_E","E","6b","3","1","2"
"893","8_E","E","4u","3","1","2"
"894","8_E","E","2u","3","1","2"
"895","8_E","E","9b","3","1","2"
"897","8_E","E","7b","2","1","3"
"898","8_E","E","6u","3","1","2"
"900","8_E","E","3b","3","1","2"
"902","8_E","E","1b","3","1","2"
"903","8_E","E","10u","3","1","2"
"905","8_E","E","5b","3","1","2"
"906","8_E","E","9u","3","1","2"
"907","8_E","E","7u","3","1","2"
"908","8_E","E","4b","3","1","2"
"910","8_E","E","8u","3","1","2"
"912","8_E","E","2b","3","1","2"
"913","8_E","E","5u","3","1","2"
"915","8_E","E","8b","3","1","2"
"916","8_E","E","1u","3","1","2"
"919","9_E","E","10b","3","1","2"
"921","9_E","E","3u","3","1","2"
"922","9_E","E","6b","3","1","2"
"926","9_E","E","2u","3","1","2"
"927","9_E","E","9b","3","1","2"
"929","9_E","E","7b","3","1","2"
"930","9_E","E","6u","1","2","3"
"932","9_E","E","3b","3","1","2"
"934","9_E","E","1b","3","1","2"
"935","9_E","E","10u","3","1","2"
"938","9_E","E","9u","3","1","2"
"939","9_E","E","7u","3","1","2"
"940","9_E","E","4b","3","1","2"
"942","9_E","E","8u","3","1","2"
"944","9_E","E","2b","3","1","2"
"945","9_E","E","5u","3","1","2"
"947","9_E","E","8b","3","1","2"
"948","9_E","E","1u","3","1","2"
"951","10_E","E","10b","3","1","2"
"953","10_E","E","3u","3","1","2"
"954","10_E","E","6b","3","1","2"
"957","10_E","E","4u","3","1","2"
"958","10_E","E","2u","3","1","2"
"959","10_E","E","9b","3","1","2"
"961","10_E","E","7b","3","1","2"
"962","10_E","E","6u","3","1","2"
"964","10_E","E","3b","3","1","2"
"966","10_E","E","1b","3","1","2"
"967","10_E","E","10u","3","1","2"
"969","10_E","E","5b","3","1","2"
"970","10_E","E","9u","3","1","2"
"971","10_E","E","7u","3","1","2"
"972","10_E","E","4b","3","1","2"
"974","10_E","E","8u","3","1","2"
"976","10_E","E","2b","3","1","2"
"977","10_E","E","5u","3","1","2"
"979","10_E","E","8b","3","1","2"
"980","10_E","E","1u","3","1","2"
"983","11_E","E","10b","1","3","2"
"985","11_E","E","3u","3","1","2"
"986","11_E","E","6b","3","1","2"
"990","11_E","E","2u","2","1","3"
"991","11_E","E","9b","2","1","3"
"994","11_E","E","6u","2","1","3"
"996","11_E","E","3b","3","1","2"
"998","11_E","E","1b","2","3","1"
"999","11_E","E","10u","2","1","3"
"1001","11_E","E","5b","2","1","3"
"1002","11_E","E","9u","3","1","2"
"1003","11_E","E","7u","1","2","3"
"1004","11_E","E","4b","2","1","3"
"1006","11_E","E","8u","1","2","3"
"1008","11_E","E","2b","3","2","1"
"1009","11_E","E","5u","3","1","2"
"1011","11_E","E","8b","3","1","2"
"1012","11_E","E","1u","3","1","2"
"1015","12_E","E","10b","1","2","3"
"1018","12_E","E","6b","3","1","2"
"1021","12_E","E","4u","1","2","3"
"1022","12_E","E","2u","1","2","3"
"1023","12_E","E","9b","1","2","3"
"1025","12_E","E","7b","1","2","3"
"1026","12_E","E","6u","1","2","3"
"1028","12_E","E","3b","1","2","3"
"1030","12_E","E","1b","1","2","3"
"1031","12_E","E","10u","1","2","3"
"1033","12_E","E","5b","1","2","3"
"1034","12_E","E","9u","1","2","3"
"1035","12_E","E","7u","1","2","3"
"1036","12_E","E","4b","1","2","3"
"1038","12_E","E","8u","1","2","3"
"1040","12_E","E","2b","1","2","3"
"1041","12_E","E","5u","1","2","3"
"1043","12_E","E","8b","1","2","3"
"1044","12_E","E","1u","1","2","3"
"1047","13_E","E","10b","1","2","3"
"1049","13_E","E","3u","1","2","3"
"1050","13_E","E","6b","1","2","3"
"1053","13_E","E","4u","1","2","3"
"1054","13_E","E","2u","3","1","2"
"1055","13_E","E","9b","3","1","2"
"1057","13_E","E","7b","3","1","2"
"1058","13_E","E","6u","1","2","3"
"1060","13_E","E","3b","3","1","2"
"1062","13_E","E","1b","3","1","2"
"1063","13_E","E","10u","3","1","2"
"1066","13_E","E","9u","3","1","2"
"1067","13_E","E","7u","1","2","3"
"1068","13_E","E","4b","1","2","3"
"1070","13_E","E","8u","1","2","3"
"1072","13_E","E","2b","3","1","2"
"1073","13_E","E","5u","1","2","3"
"1075","13_E","E","8b","3","1","2"
"1076","13_E","E","1u","1","2","3"
"1079","15_E","E","10b","1","2","3"
"1081","15_E","E","3u","1","2","3"
"1082","15_E","E","6b","1","2","3"
"1085","15_E","E","4u","1","2","3"
"1086","15_E","E","2u","2","1","3"
"1087","15_E","E","9b","2","1","3"
"1089","15_E","E","7b","1","2","3"
"1090","15_E","E","6u","2","1","3"
"1092","15_E","E","3b","3","1","2"
"1094","15_E","E","1b","1","2","3"
"1095","15_E","E","10u","2","1","3"
"1097","15_E","E","5b","1","2","3"
"1098","15_E","E","9u","1","2","3"
"1099","15_E","E","7u","1","2","3"
"1100","15_E","E","4b","3","1","2"
"1102","15_E","E","8u","2","1","3"
"1104","15_E","E","2b","1","2","3"
"1105","15_E","E","5u","1","2","3"
"1107","15_E","E","8b","1","2","3"
"1108","15_E","E","1u","1","2","3"
"1111","16_E","E","10b","3","1","2"
"1113","16_E","E","3u","3","1","2"
"1114","16_E","E","6b","3","1","2"
"1117","16_E","E","4u","3","1","2"
"1118","16_E","E","2u","3","1","2"
"1121","16_E","E","7b","2","1","3"
"1122","16_E","E","6u","2","1","3"
"1124","16_E","E","3b","3","1","2"
"1126","16_E","E","1b","3","1","2"
"1127","16_E","E","10u","3","1","2"
"1129","16_E","E","5b","3","1","2"
"1131","16_E","E","7u","3","1","2"
"1132","16_E","E","4b","3","1","2"
"1134","16_E","E","8u","3","1","2"
"1136","16_E","E","2b","3","1","2"
"1137","16_E","E","5u","3","1","2"
"1139","16_E","E","8b","3","1","2"
"1143","17_E","E","10b","3","1","2"
"1145","17_E","E","3u","3","1","2"
"1146","17_E","E","6b","3","1","2"
"1149","17_E","E","4u","3","1","2"
"1150","17_E","E","2u","3","1","2"
"1151","17_E","E","9b","3","1","2"
"1153","17_E","E","7b","3","1","2"
"1154","17_E","E","6u","3","1","2"
"1156","17_E","E","3b","3","1","2"
"1158","17_E","E","1b","3","1","2"
"1159","17_E","E","10u","3","1","2"
"1161","17_E","E","5b","3","1","2"
"1162","17_E","E","9u","3","1","2"
"1163","17_E","E","7u","3","1","2"
"1164","17_E","E","4b","3","1","2"
"1166","17_E","E","8u","3","1","2"
"1168","17_E","E","2b","3","1","2"
"1169","17_E","E","5u","3","1","2"
"1171","17_E","E","8b","3","1","2"
"1172","17_E","E","1u","3","1","2"
"1175","18_E","E","10b","1","2","3"
"1177","18_E","E","3u","1","2","3"
"1178","18_E","E","6b","1","2","3"
"1182","18_E","E","2u","1","2","3"
"1183","18_E","E","9b","1","2","3"
"1185","18_E","E","7b","1","2","3"
"1188","18_E","E","3b","2","1","3"
"1190","18_E","E","1b","2","1","3"
"1191","18_E","E","10u","2","1","3"
"1193","18_E","E","5b","3","1","2"
"1194","18_E","E","9u","2","1","3"
"1195","18_E","E","7u","1","2","3"
"1196","18_E","E","4b","1","2","3"
"1198","18_E","E","8u","1","2","3"
"1200","18_E","E","2b","1","2","3"
"1201","18_E","E","5u","2","1","3"
"1203","18_E","E","8b","3","1","2"
"1204","18_E","E","1u","3","1","2"
"1207","19_E","E","10b","1","2","3"
"1209","19_E","E","3u","3","1","2"
"1210","19_E","E","6b","3","1","2"
"1213","19_E","E","4u","3","1","2"
"1214","19_E","E","2u","3","1","2"
"1215","19_E","E","9b","3","1","2"
"1217","19_E","E","7b","3","1","2"
"1218","19_E","E","6u","3","1","2"
"1220","19_E","E","3b","3","1","2"
"1222","19_E","E","1b","3","1","2"
"1223","19_E","E","10u","3","1","2"
"1225","19_E","E","5b","3","1","2"
"1226","19_E","E","9u","3","1","2"
"1227","19_E","E","7u","3","1","2"
"1228","19_E","E","4b","3","1","2"
"1230","19_E","E","8u","3","1","2"
"1232","19_E","E","2b","3","1","2"
"1233","19_E","E","5u","3","1","2"
"1235","19_E","E","8b","3","1","2"
"1236","19_E","E","1u","3","1","2"
"1239","20_E","E","10b","1","2","3"
"1241","20_E","E","3u","1","2","3"
"1242","20_E","E","6b","1","2","3"
"1246","20_E","E","2u","1","2","3"
"1247","20_E","E","9b","1","2","3"
"1250","20_E","E","6u","1","2","3"
"1252","20_E","E","3b","1","2","3"
"1254","20_E","E","1b","1","2","3"
"1255","20_E","E","10u","1","2","3"
"1257","20_E","E","5b","1","2","3"
"1258","20_E","E","9u","1","2","3"
"1259","20_E","E","7u","1","2","3"
"1260","20_E","E","4b","1","2","3"
"1262","20_E","E","8u","1","2","3"
"1264","20_E","E","2b","1","2","3"
"1265","20_E","E","5u","1","2","3"
"1267","20_E","E","8b","1","2","3"
"1268","20_E","E","1u","1","2","3"
"1271","21_E","E","10b","1","2","3"
"1273","21_E","E","3u","1","2","3"
"1274","21_E","E","6b","1","2","3"
"1277","21_E","E","4u","1","2","3"
"1278","21_E","E","2u","1","2","3"
"1279","21_E","E","9b","1","2","3"
"1281","21_E","E","7b","1","2","3"
"1282","21_E","E","6u","1","2","3"
"1284","21_E","E","3b","2","1","3"
"1286","21_E","E","1b","1","1","3"
"1287","21_E","E","10u","2","1","3"
"1289","21_E","E","5b","1","2","3"
"1290","21_E","E","9u","2","1","3"
"1291","21_E","E","7u","1","2","3"
"1292","21_E","E","4b","2","1","3"
"1294","21_E","E","8u","1","2","3"
"1296","21_E","E","2b","1","2","3"
"1297","21_E","E","5u","1","2","3"
"1299","21_E","E","8b","1","2","3"
"1300","21_E","E","1u","1","2","3"
"1303","22_E","E","10b","1","3","2"
"1305","22_E","E","3u","1","2","3"
"1306","22_E","E","6b","3","1","2"
"1310","22_E","E","2u","3","1","2"
"1311","22_E","E","9b","3","1","2"
"1314","22_E","E","6u","2","1","3"
"1316","22_E","E","3b","2","1","3"
"1318","22_E","E","1b","2","1","3"
"1319","22_E","E","10u","3","1","2"
"1321","22_E","E","5b","1","2","3"
"1323","22_E","E","7u","1","2","3"
"1324","22_E","E","4b","3","1","2"
"1326","22_E","E","8u","2","1","3"
"1328","22_E","E","2b","3","1","2"
"1329","22_E","E","5u","3","1","2"
"1331","22_E","E","8b","3","1","2"
"1332","22_E","E","1u","3","1","2"
"1335","23_E","E","10b","3","1","2"
"1337","23_E","E","3u","3","1","2"
"1338","23_E","E","6b","3","1","2"
"1341","23_E","E","4u","2","1","3"
"1342","23_E","E","2u","3","1","2"
"1343","23_E","E","9b","3","1","2"
"1345","23_E","E","7b","2","1","3"
"1346","23_E","E","6u","3","1","2"
"1348","23_E","E","3b","3","1","2"
"1350","23_E","E","1b","3","1","2"
"1351","23_E","E","10u","3","1","2"
"1353","23_E","E","5b","3","1","2"
"1354","23_E","E","9u","1","2","3"
"1355","23_E","E","7u","2","1","3"
"1356","23_E","E","4b","3","1","2"
"1358","23_E","E","8u","3","1","2"
"1360","23_E","E","2b","3","1","2"
"1361","23_E","E","5u","3","1","2"
"1363","23_E","E","8b","3","1","2"
"1364","23_E","E","1u","3","1","2"
"1367","24_E","E","10b","3","1","2"
"1369","24_E","E","3u","2","1","3"
"1370","24_E","E","6b","3","1","2"
"1373","24_E","E","4u","3","1","2"
"1374","24_E","E","2u","3","1","2"
"1375","24_E","E","9b","2","1","3"
"1378","24_E","E","6u","3","1","2"
"1382","24_E","E","1b","3","1","2"
"1383","24_E","E","10u","2","1","3"
"1385","24_E","E","5b","2","1","3"
"1386","24_E","E","9u","2","1","3"
"1387","24_E","E","7u","3","1","2"
"1388","24_E","E","4b","3","1","2"
"1390","24_E","E","8u","3","1","2"
"1392","24_E","E","2b","3","1","2"
"1393","24_E","E","5u","3","1","2"
"1395","24_E","E","8b","3","1","2"
"1396","24_E","E","1u","3","1","2"
"1399","25_E","E","10b","3","1","2"
"1401","25_E","E","3u","3","1","2"
"1402","25_E","E","6b","3","1","2"
"1406","25_E","E","2u","3","1","2"
"1407","25_E","E","9b","3","1","2"
"1412","25_E","E","3b","2","1","3"
"1414","25_E","E","1b","3","1","2"
"1417","25_E","E","5b","3","1","2"
"1418","25_E","E","9u","2","1","3"
"1419","25_E","E","7u","3","2","1"
"1420","25_E","E","4b","3","1","2"
"1422","25_E","E","8u","2","1","3"
"1424","25_E","E","2b","3","1","2"
"1425","25_E","E","5u","2","1","3"
"1427","25_E","E","8b","3","1","2"
"1428","25_E","E","1u","1","2","3"
"1433","26_E","E","3u","3","2","1"
"1434","26_E","E","6b","3","1","2"
"1437","26_E","E","4u","2","1","3"
"1438","26_E","E","2u","3","1","2"
"1439","26_E","E","9b","3","1","2"
"1441","26_E","E","7b","3","1","2"
"1442","26_E","E","6u","3","1","2"
"1444","26_E","E","3b","3","1","2"
"1446","26_E","E","1b","3","1","2"
"1447","26_E","E","10u","3","1","2"
"1449","26_E","E","5b","3","1","2"
"1450","26_E","E","9u","1","3","2"
"1451","26_E","E","7u","2","1","3"
"1452","26_E","E","4b","3","1","2"
"1454","26_E","E","8u","3","1","2"
"1456","26_E","E","2b","2","1","3"
"1457","26_E","E","5u","3","1","2"
"1459","26_E","E","8b","3","1","2"
"1460","26_E","E","1u","3","1","2"
"1463","27_E","E","10b","3","1","2"
"1465","27_E","E","3u","3","1","2"
"1466","27_E","E","6b","3","1","2"
"1470","27_E","E","2u","3","1","2"
"1471","27_E","E","9b","3","1","2"
"1474","27_E","E","6u","3","1","2"
"1478","27_E","E","1b","3","1","2"
"1479","27_E","E","10u","3","1","2"
"1481","27_E","E","5b","3","1","2"
"1483","27_E","E","7u","3","1","2"
"1484","27_E","E","4b","3","1","2"
"1486","27_E","E","8u","3","1","2"
"1488","27_E","E","2b","3","1","2"
"1489","27_E","E","5u","3","1","2"
"1491","27_E","E","8b","3","1","2"
"1495","28_E","E","10b","3","1","2"
"1497","28_E","E","3u","3","1","2"
"1498","28_E","E","6b","3","1","2"
"1503","28_E","E","9b","3","1","2"
"1508","28_E","E","3b","3","1","2"
"1510","28_E","E","1b","3","1","2"
"1511","28_E","E","10u","3","1","2"
"1513","28_E","E","5b","3","1","2"
"1515","28_E","E","7u","3","1","2"
"1516","28_E","E","4b","3","1","2"
"1518","28_E","E","8u","3","1","2"
"1520","28_E","E","2b","3","1","2"
"1521","28_E","E","5u","3","1","2"
"1523","28_E","E","8b","3","1","2"
"1527","29_E","E","10b","2","1","3"
"1529","29_E","E","3u","1","2","3"
"1530","29_E","E","6b","1","2","3"
"1534","29_E","E","2u","2","1","3"
"1535","29_E","E","9b","1","2","3"
"1537","29_E","E","7b","2","1","3"
"1538","29_E","E","6u","3","1","2"
"1540","29_E","E","3b","1","2","3"
"1542","29_E","E","1b","1","2","3"
"1543","29_E","E","10u","1","2","3"
"1545","29_E","E","5b","1","2","3"
"1547","29_E","E","7u","1","2","3"
"1548","29_E","E","4b","3","1","2"
"1550","29_E","E","8u","2","1","3"
"1552","29_E","E","2b","1","2","3"
"1553","29_E","E","5u","2","1","3"
"1555","29_E","E","8b","1","2","3"
"1556","29_E","E","1u","1","2","3"
"1559","30_E","E","10b","3","1","2"
"1561","30_E","E","3u","1","2","3"
"1562","30_E","E","6b","3","1","2"
"1566","30_E","E","2u","3","1","2"
"1569","30_E","E","7b","3","1","2"
"1570","30_E","E","6u","1","2","3"
"1572","30_E","E","3b","2","1","3"
"1574","30_E","E","1b","3","1","2"
"1575","30_E","E","10u","2","1","3"
"1577","30_E","E","5b","3","1","2"
"1579","30_E","E","7u","1","2","3"
"1580","30_E","E","4b","3","1","2"
"1582","30_E","E","8u","3","1","2"
"1584","30_E","E","2b","2","1","3"
"1585","30_E","E","5u","2","1","3"
"1587","30_E","E","8b","3","1","2"
"1588","30_E","E","1u","3","1","2"
"1591","31_E","E","10b","1","3","2"
"1593","31_E","E","3u","1","2","3"
"1594","31_E","E","6b","1","2","3"
"1598","31_E","E","2u","3","1","2"
"1599","31_E","E","9b","3","1","2"
"1601","31_E","E","7b","2","1","3"
"1602","31_E","E","6u","1","2","3"
"1604","31_E","E","3b","1","2","3"
"1606","31_E","E","1b","3","1","2"
"1607","31_E","E","10u","3","1","2"
"1609","31_E","E","5b","3","1","2"
"1610","31_E","E","9u","2","1","3"
"1611","31_E","E","7u","1","2","3"
"1612","31_E","E","4b","1","2","3"
"1614","31_E","E","8u","1","2","3"
"1616","31_E","E","2b","3","1","2"
"1617","31_E","E","5u","3","1","2"
"1619","31_E","E","8b","3","1","2"
"1620","31_E","E","1u","1","2","3"
"1623","33_E","E","10b","3","1","2"
"1625","33_E","E","3u","1","2","3"
"1626","33_E","E","6b","1","2","3"
"1629","33_E","E","4u","3","1","2"
"1630","33_E","E","2u","3","1","2"
"1633","33_E","E","7b","3","1","2"
"1634","33_E","E","6u","3","1","2"
"1636","33_E","E","3b","3","1","2"
"1638","33_E","E","1b","3","1","2"
"1639","33_E","E","10u","3","1","2"
"1641","33_E","E","5b","3","1","2"
"1642","33_E","E","9u","3","1","2"
"1643","33_E","E","7u","3","1","2"
"1644","33_E","E","4b","3","1","2"
"1646","33_E","E","8u","3","1","2"
"1648","33_E","E","2b","3","1","2"
"1649","33_E","E","5u","3","1","2"
"1651","33_E","E","8b","3","1","2"
"1652","33_E","E","1u","3","1","2"
"1655","34_E","E","10b","1","2","3"
"1657","34_E","E","3u","1","2","3"
"1658","34_E","E","6b","1","2","3"
"1662","34_E","E","2u","1","2","3"
"1663","34_E","E","9b","1","2","3"
"1665","34_E","E","7b","1","2","3"
"1666","34_E","E","6u","1","2","3"
"1668","34_E","E","3b","1","2","3"
"1670","34_E","E","1b","1","2","3"
"1671","34_E","E","10u","1","2","3"
"1673","34_E","E","5b","1","2","3"
"1674","34_E","E","9u","1","2","3"
"1675","34_E","E","7u","1","2","3"
"1676","34_E","E","4b","1","2","3"
"1678","34_E","E","8u","1","2","3"
"1680","34_E","E","2b","1","2","3"
"1681","34_E","E","5u","1","2","3"
"1683","34_E","E","8b","1","2","3"
"1684","34_E","E","1u","1","2","3"
"1687","35_E","E","10b","3","1","2"
"1689","35_E","E","3u","3","1","2"
"1690","35_E","E","6b","3","1","2"
"1693","35_E","E","4u","2","1","3"
"1694","35_E","E","2u","1","2","3"
"1695","35_E","E","9b","2","1","3"
"1697","35_E","E","7b","1","2","3"
"1698","35_E","E","6u","3","1","2"
"1700","35_E","E","3b","3","1","2"
"1702","35_E","E","1b","1","2","3"
"1703","35_E","E","10u","3","1","2"
"1705","35_E","E","5b","3","1","2"
"1706","35_E","E","9u","1","2","3"
"1707","35_E","E","7u","1","2","3"
"1708","35_E","E","4b","3","2","1"
"1710","35_E","E","8u","3","1","2"
"1712","35_E","E","2b","3","1","2"
"1713","35_E","E","5u","2","1","3"
"1715","35_E","E","8b","3","2","1"
"1716","35_E","E","1u","3","2","1"
"1719","36_E","E","10b","3","1","2"
"1721","36_E","E","3u","3","1","2"
"1722","36_E","E","6b","3","1","2"
"1725","36_E","E","4u","2","1","3"
"1726","36_E","E","2u","3","1","2"
"1727","36_E","E","9b","3","1","2"
"1730","36_E","E","6u","3","1","2"
"1732","36_E","E","3b","2","1","3"
"1734","36_E","E","1b","3","1","2"
"1735","36_E","E","10u","3","1","2"
"1737","36_E","E","5b","3","1","2"
"1738","36_E","E","9u","3","1","2"
"1739","36_E","E","7u","3","1","2"
"1740","36_E","E","4b","3","1","2"
"1742","36_E","E","8u","3","1","2"
"1744","36_E","E","2b","3","1","2"
"1745","36_E","E","5u","3","1","2"
"1747","36_E","E","8b","3","1","2"
"1748","36_E","E","1u","3","1","2"
"1751","1_T","T","10b","1","2","3"
"1753","1_T","T","3u","1","2","3"
"1754","1_T","T","6b","1","2","3"
"1757","1_T","T","4u","1","2","3"
"1758","1_T","T","2u","1","2","3"
"1759","1_T","T","9b","1","2","3"
"1761","1_T","T","7b","1","2","3"
"1762","1_T","T","6u","1","2","3"
"1764","1_T","T","3b","1","2","3"
"1766","1_T","T","1b","1","2","3"
"1767","1_T","T","10u","1","2","3"
"1769","1_T","T","5b","1","2","3"
"1770","1_T","T","9u","1","2","3"
"1771","1_T","T","7u","1","2","3"
"1772","1_T","T","4b","1","2","3"
"1774","1_T","T","8u","1","2","3"
"1776","1_T","T","2b","1","2","3"
"1777","1_T","T","5u","1","2","3"
"1779","1_T","T","8b","1","2","3"
"1780","1_T","T","1u","1","2","3"
"1783","2_T","T","10b","1","2","3"
"1785","2_T","T","3u","1","2","3"
"1786","2_T","T","6b","1","2","3"
"1789","2_T","T","4u","1","2","3"
"1790","2_T","T","2u","1","2","3"
"1791","2_T","T","9b","1","2","3"
"1793","2_T","T","7b","2","1","3"
"1794","2_T","T","6u","1","2","3"
"1796","2_T","T","3b","2","1","3"
"1798","2_T","T","1b","1","2","3"
"1799","2_T","T","10u","1","2","3"
"1801","2_T","T","5b","2","1","3"
"1802","2_T","T","9u","2","1","3"
"1803","2_T","T","7u","2","1","3"
"1804","2_T","T","4b","1","2","3"
"1806","2_T","T","8u","1","2","3"
"1808","2_T","T","2b","2","1","3"
"1809","2_T","T","5u","1","2","3"
"1811","2_T","T","8b","2","1","3"
"1812","2_T","T","1u","1","2","3"
"1815","3_T","T","10b","1","2","3"
"1817","3_T","T","3u","1","2","3"
"1818","3_T","T","6b","1","2","3"
"1821","3_T","T","4u","1","2","3"
"1822","3_T","T","2u","1","2","3"
"1823","3_T","T","9b","1","2","3"
"1825","3_T","T","7b","1","2","3"
"1826","3_T","T","6u","1","2","3"
"1828","3_T","T","3b","1","2","3"
"1830","3_T","T","1b","1","2","3"
"1831","3_T","T","10u","1","2","3"
"1833","3_T","T","5b","1","2","3"
"1834","3_T","T","9u","1","2","3"
"1835","3_T","T","7u","1","2","3"
"1836","3_T","T","4b","1","2","3"
"1838","3_T","T","8u","1","2","3"
"1840","3_T","T","2b","1","2","3"
"1841","3_T","T","5u","1","2","3"
"1843","3_T","T","8b","1","2","3"
"1844","3_T","T","1u","1","2","3"
"1847","4_T","T","10b","2","1","3"
"1849","4_T","T","3u","2","1","3"
"1850","4_T","T","6b","3","1","2"
"1853","4_T","T","4u","2","1","3"
"1854","4_T","T","2u","2","1","3"
"1855","4_T","T","9b","2","1","3"
"1857","4_T","T","7b","2","1","3"
"1858","4_T","T","6u","2","1","3"
"1860","4_T","T","3b","2","1","3"
"1862","4_T","T","1b","2","1","3"
"1863","4_T","T","10u","2","1","3"
"1865","4_T","T","5b","2","1","3"
"1866","4_T","T","9u","2","1","3"
"1867","4_T","T","7u","2","1","3"
"1868","4_T","T","4b","2","1","3"
"1870","4_T","T","8u","2","1","3"
"1872","4_T","T","2b","2","1","3"
"1873","4_T","T","5u","2","1","3"
"1875","4_T","T","8b","2","1","3"
"1876","4_T","T","1u","2","1","3"
"1879","5_T","T","10b","2","1","3"
"1881","5_T","T","3u","2","1","3"
"1882","5_T","T","6b","2","1","3"
"1885","5_T","T","4u","3","1","2"
"1886","5_T","T","2u","2","1","3"
"1887","5_T","T","9b","2","1","3"
"1889","5_T","T","7b","2","1","3"
"1890","5_T","T","6u","2","1","3"
"1892","5_T","T","3b","2","1","3"
"1894","5_T","T","1b","2","1","3"
"1895","5_T","T","10u","2","1","3"
"1897","5_T","T","5b","2","1","3"
"1898","5_T","T","9u","2","1","3"
"1899","5_T","T","7u","2","1","3"
"1900","5_T","T","4b","2","1","3"
"1902","5_T","T","8u","2","1","3"
"1904","5_T","T","2b","2","1","3"
"1905","5_T","T","5u","2","1","3"
"1907","5_T","T","8b","2","1","3"
"1908","5_T","T","1u","2","1","3"
"1911","6_T","T","10b","2","1","3"
"1913","6_T","T","3u","2","1","3"
"1914","6_T","T","6b","2","1","3"
"1917","6_T","T","4u","2","1","3"
"1918","6_T","T","2u","2","1","3"
"1919","6_T","T","9b","2","1","3"
"1921","6_T","T","7b","2","1","3"
"1922","6_T","T","6u","2","1","3"
"1924","6_T","T","3b","2","1","3"
"1926","6_T","T","1b","2","1","3"
"1927","6_T","T","10u","2","1","3"
"1929","6_T","T","5b","2","1","3"
"1930","6_T","T","9u","2","1","3"
"1931","6_T","T","7u","2","1","3"
"1932","6_T","T","4b","2","1","3"
"1934","6_T","T","8u","2","1","3"
"1936","6_T","T","2b","2","1","3"
"1937","6_T","T","5u","2","1","3"
"1939","6_T","T","8b","2","1","3"
"1940","6_T","T","1u","2","1","3"
"1943","7_T","T","10b","2","1","3"
"1945","7_T","T","3u","2","1","3"
"1946","7_T","T","6b","3","1","2"
"1949","7_T","T","4u","3","1","2"
"1950","7_T","T","2u","2","1","3"
"1951","7_T","T","9b","3","2","1"
"1953","7_T","T","7b","2","1","3"
"1954","7_T","T","6u","1","2","3"
"1956","7_T","T","3b","2","1","3"
"1958","7_T","T","1b","1","2","3"
"1959","7_T","T","10u","1","2","3"
"1961","7_T","T","5b","2","1","3"
"1962","7_T","T","9u","1","2","3"
"1963","7_T","T","7u","2","1","3"
"1964","7_T","T","4b","2","1","3"
"1966","7_T","T","8u","1","2","3"
"1968","7_T","T","2b","2","1","3"
"1969","7_T","T","5u","3","2","1"
"1971","7_T","T","8b","1","2","3"
"1972","7_T","T","1u","2","1","3"
"1975","8_T","T","10b","2","1","3"
"1977","8_T","T","3u","1","2","3"
"1978","8_T","T","6b","1","2","3"
"1981","8_T","T","4u","1","2","3"
"1982","8_T","T","2u","1","2","3"
"1983","8_T","T","9b","1","2","3"
"1985","8_T","T","7b","1","2","3"
"1986","8_T","T","6u","1","2","3"
"1988","8_T","T","3b","1","2","3"
"1990","8_T","T","1b","1","2","3"
"1991","8_T","T","10u","1","2","3"
"1993","8_T","T","5b","1","2","3"
"1994","8_T","T","9u","1","2","3"
"1995","8_T","T","7u","1","2","3"
"1996","8_T","T","4b","1","2","3"
"1998","8_T","T","8u","1","2","3"
"2000","8_T","T","2b","1","2","3"
"2001","8_T","T","5u","1","2","3"
"2003","8_T","T","8b","1","2","3"
"2004","8_T","T","1u","1","2","3"
"2007","9_T","T","10b","2","1","3"
"2009","9_T","T","3u","1","2","3"
"2010","9_T","T","6b","2","1","3"
"2013","9_T","T","4u","2","1","3"
"2014","9_T","T","2u","2","1","3"
"2015","9_T","T","9b","2","1","3"
"2017","9_T","T","7b","1","2","3"
"2018","9_T","T","6u","2","1","3"
"2020","9_T","T","3b","2","1","3"
